elapsed_s,stamp_s,status,icp_attempted,icp_accepted,current_point_count,match_count,inlier_ratio,rmse_m,iterations,converged,icp_processing_time_ms,correction_translation_m,correction_rotation_rad,pose_step_translation_m,pose_step_rotation_rad,accepted_pose_jump_translation_m,accepted_pose_jump_rotation_rad
0.0,1788477805.7880957,stationary,False,False,460,,,,,,,,,0.0,0.000132670853161,,
0.5013527870178223,1788477806.2894485,stationary,False,False,447,,,,,,,,,0.0,9.4638199858e-05,,
1.1008679866790771,1788477806.8889637,stationary,False,False,463,,,,,,,,,0.0,0.000394666883671,,
1.5980315208435059,1788477807.3861272,stationary,False,False,452,,,,,,,,,0.0,8.78598845465e-05,,
2.0012855529785156,1788477807.7893813,stationary,False,False,453,,,,,,,,,0.0,0.0,,
2.5001606941223145,1788477808.2882564,stationary,False,False,461,,,,,,,,,0.0,0.0,,
3.0028347969055176,1788477808.7909305,stationary,False,False,451,,,,,,,,,0.0,0.0,,
3.403256893157959,1788477809.1913526,stationary,False,False,452,,,,,,,,,0.0,0.0,,
3.900221586227417,1788477809.6883173,stationary,False,False,449,,,,,,,,,0.0,0.0,,
4.3005101680755615,1788477810.0886059,stationary,False,False,451,,,,,,,,,0.0,0.0,,
4.699927568435669,1788477810.4880233,stationary,False,False,447,,,,,,,,,0.0,0.0,,
5.200527667999268,1788477810.9886234,stationary,False,False,451,,,,,,,,,0.0,0.0,,
5.692182540893555,1788477811.4802783,stationary,False,False,457,,,,,,,,,0.0,0.0,,
6.0954790115356445,1788477811.8835747,stationary,False,False,451,,,,,,,,,0.0,0.0,,
6.496013641357422,1788477812.2841094,stationary,False,False,463,,,,,,,,,0.0,0.0,,
7.095077276229858,1788477812.883173,stationary,False,False,461,,,,,,,,,0.0,0.0,,
7.597996711730957,1788477813.3860924,stationary,False,False,450,,,,,,,,,0.0,0.0,,
8.102267265319824,1788477813.890363,stationary,False,False,463,,,,,,,,,0.00526496566396,0.011104455603,,
8.496471405029297,1788477814.284567,icp_accepted,True,True,465,414,0.890322580645,0.0691935085479,21,True,77.037656,0.0257803130858,0.0547676303652,0.0795422709047,0.208201933015,0.0257803130858,0.0547676303652
9.097167730331421,1788477814.8852634,icp_accepted,True,True,481,457,0.950103950104,0.0540547557544,14,True,54.932633,0.0132913872498,0.023127128844,0.0988831294068,0.147423646866,0.0132913872498,0.023127128844
9.593992948532104,1788477815.3820887,icp_accepted,True,True,475,426,0.896842105263,0.0629254323211,21,True,72.54783,0.0296419296304,0.0649444684798,0.131058605082,0.337618970456,0.0296419296304,0.0649444684798
10.099497079849243,1788477815.8875928,icp_accepted,True,True,472,459,0.972457627119,0.0548806207343,13,True,53.399235,0.0142593306786,0.0168116572739,0.136755719101,0.065802341861,0.0142593306786,0.0168116572739
10.600579023361206,1788477816.3886747,icp_accepted,True,True,468,457,0.976495726496,0.0468313354689,13,True,48.253005,0.0326575376944,0.0156669915624,0.05183079274,0.165917579788,0.0326575376944,0.0156669915624
11.097856044769287,1788477816.8859518,icp_accepted,True,True,473,468,0.989429175476,0.0365847524075,9,True,49.784792,0.0259353514501,0.00557235126586,0.00648622076063,0.0454565357043,0.0259353514501,0.00557235126586
11.493326187133789,1788477817.281422,stationary,False,False,488,,,,,,,,,0.0148659685198,0.0121932327143,,
11.992276668548584,1788477817.7803724,icp_accepted,True,True,474,455,0.959915611814,0.0473489861366,25,True,85.591017,0.00836964334924,0.0474830427886,0.0868726598552,0.152166446355,0.00836964334924,0.0474830427886
12.593437671661377,1788477818.3815334,icp_accepted,True,True,482,461,0.95643153527,0.0421605310499,20,True,74.547042,0.0560559570052,0.054954809038,0.116556760591,0.0184364713116,0.0560559570052,0.054954809038
13.193098306655884,1788477818.981194,icp_accepted,True,True,482,452,0.9377593361,0.0388999662056,15,True,50.147495,0.0471416074169,0.0309385671933,0.190951186242,0.351457046525,0.0471416074169,0.0309385671933
13.694760799407959,1788477819.4828565,icp_accepted,True,True,474,455,0.959915611814,0.0688726575743,23,True,159.940395,0.0424891912576,0.0547446583181,0.135636999123,0.106827334296,0.0424891912576,0.0547446583181
14.291746377944946,1788477820.079842,icp_accepted,True,True,473,467,0.987315010571,0.0350781164702,16,True,47.43264,0.0704252374016,0.0163482609162,0.0187739484445,0.163759089895,0.0704252374016,0.0163482609162
14.79086709022522,1788477820.5789628,icp_accepted,True,True,460,455,0.989130434783,0.0266826452779,14,True,47.289104,0.0587939273972,0.00285485346199,0.00610534472634,0.0484380942654,0.0587939273972,0.00285485346199
15.292552471160889,1788477821.0806482,icp_accepted,True,True,466,461,0.989270386266,0.0464553661141,18,True,80.663436,0.0483795692362,0.0206231015453,0.0582584967319,0.046315424003,0.0483795692362,0.0206231015453
