elapsed_s,stamp_s,status,icp_attempted,icp_accepted,current_point_count,match_count,inlier_ratio,rmse_m,iterations,converged,icp_processing_time_ms,correction_translation_m,correction_rotation_rad,pose_step_translation_m,pose_step_rotation_rad,accepted_pose_jump_translation_m,accepted_pose_jump_rotation_rad
0.0,1788476541.3482575,stationary,False,False,450,,,,,,,,,2.06795153138e-25,0.000134017114258,,
0.407900333404541,1788476541.7561579,stationary,False,False,463,,,,,,,,,2.06795159301e-25,0.0,,
1.0007078647613525,1788476542.3489654,stationary,False,False,455,,,,,,,,,2.06795159301e-25,0.0,,
1.4005162715911865,1788476542.7487738,stationary,False,False,452,,,,,,,,,0.0,0.0,,
1.9018967151641846,1788476543.2501543,stationary,False,False,454,,,,,,,,,0.0,0.0,,
2.4058899879455566,1788476543.7541475,stationary,False,False,441,,,,,,,,,0.0,0.0,,
2.79746150970459,1788476544.145719,stationary,False,False,456,,,,,,,,,0.0,0.0,,
3.1973257064819336,1788476544.5455832,stationary,False,False,455,,,,,,,,,0.0,3.41537486592e-05,,
3.6995913982391357,1788476545.047849,stationary,False,False,460,,,,,,,,,5.04870979341e-29,0.000176700038698,,
4.107106685638428,1788476545.4553642,stationary,False,False,443,,,,,,,,,0.0,0.000221483096333,,
4.505195140838623,1788476545.8534527,stationary,False,False,450,,,,,,,,,2.06795159301e-25,1.60957923384e-05,,
4.903524160385132,1788476546.2517817,stationary,False,False,452,,,,,,,,,2.06795167005e-25,1.89735380185e-19,,
5.301943063735962,1788476546.6502006,stationary,False,False,453,,,,,,,,,2.0679517779e-25,1.89735380185e-19,,
5.801415205001831,1788476547.1496727,stationary,False,False,458,,,,,,,,,2.0679517779e-25,2.43945488809e-19,,
6.202096700668335,1788476547.5503542,stationary,False,False,445,,,,,,,,,2.06795191657e-25,1.89735380185e-19,,
6.602993488311768,1788476547.951251,stationary,False,False,448,,,,,,,,,2.06795159301e-25,1.89735380185e-19,,
7.003262996673584,1788476548.3515205,stationary,False,False,447,,,,,,,,,2.06795191657e-25,1.89735380185e-19,,
7.4023215770721436,1788476548.750579,stationary,False,False,452,,,,,,,,,2.0679517779e-25,1.89735380185e-19,,
7.802508592605591,1788476549.1507661,stationary,False,False,456,,,,,,,,,2.06795154679e-25,1.89735380185e-19,,
8.300042390823364,1788476549.6483,stationary,False,False,461,,,,,,,,,2.06795167005e-25,2.43945488809e-19,,
8.694273233413696,1788476550.0425308,stationary,False,False,447,,,,,,,,,2.06795159301e-25,1.89735380185e-19,,
9.095876216888428,1788476550.4441338,stationary,False,False,451,,,,,,,,,2.06795167005e-25,4.95914335938e-05,,
9.497657060623169,1788476550.8459146,stationary,False,False,450,,,,,,,,,2.0679517779e-25,0.000233215319949,,
10.00102162361145,1788476551.3492792,stationary,False,False,454,,,,,,,,,2.06795153138e-25,0.000474354396121,,
10.40688943862915,1788476551.755147,stationary,False,False,437,,,,,,,,,0.0,7.74380265807e-05,,
10.801962614059448,1788476552.1502202,stationary,False,False,452,,,,,,,,,0.0,5.59686328389e-05,,
11.29623031616211,1788476552.6444879,stationary,False,False,473,,,,,,,,,2.06795156533e-25,0.000132723556881,,
11.701462984085083,1788476553.0497205,stationary,False,False,456,,,,,,,,,2.06795154679e-25,0.0,,
12.093245506286621,1788476553.441503,stationary,False,False,469,,,,,,,,,2.06795154679e-25,0.0,,
12.593688011169434,1788476553.9419456,stationary,False,False,451,,,,,,,,,2.06795154679e-25,0.0,,
12.994613885879517,1788476554.3428714,stationary,False,False,453,,,,,,,,,2.06795154679e-25,0.000236236799525,,
13.494424819946289,1788476554.8426824,stationary,False,False,453,,,,,,,,,2.06795167005e-25,1.79117335365e-05,,
13.88758897781372,1788476555.2358465,stationary,False,False,458,,,,,,,,,2.06795154679e-25,0.000230483082173,,
14.388129949569702,1788476555.7363875,stationary,False,False,454,,,,,,,,,1.00974195868e-28,0.0,,
14.787342309951782,1788476556.1355999,stationary,False,False,452,,,,,,,,,1.00974195868e-28,0.0,,
15.397189855575562,1788476556.7454474,stationary,False,False,461,,,,,,,,,1.00974195868e-28,0.0,,
15.79307508468628,1788476557.1413326,stationary,False,False,463,,,,,,,,,1.00974195868e-28,0.0,,
16.18930697441101,1788476557.5375645,stationary,False,False,460,,,,,,,,,1.00974195868e-28,0.0,,
16.69124674797058,1788476558.0395043,stationary,False,False,464,,,,,,,,,0.000344046518021,0.000767011206699,,
17.190251350402832,1788476558.538509,icp_accepted,True,True,473,435,0.919661733615,0.0520320261716,12,True,61.379825,0.0259249473647,0.0220461429261,0.0352788675652,0.048624417079,0.0259249473647,0.0220461429261
