elapsed_s,stamp_s,x_in_path_frame_m,y_in_path_frame_m,signed_cte_m,tracking_error_m
9.450997829,1787875085.879900932,1.476847778,0.683810743,0.021194004,0.021194004
9.501259327,1787875085.930162430,1.483420939,0.690766319,0.024754848,0.024754848
9.550055027,1787875085.978958130,1.492717165,0.700256841,0.029476196,0.029476196
9.599950790,1787875086.028853893,1.499472407,0.706825683,0.032609599,0.032609599
9.650806189,1787875086.079709291,1.390537278,0.715825342,0.086431080,0.086431080
9.702577591,1787875086.131480694,1.395124977,0.721512274,0.089672071,0.089672071
9.750997066,1787875086.179900169,1.401834875,0.729256350,0.093891539,0.093891539
9.800476074,1787875086.229379177,1.406180088,0.733950364,0.096332617,0.096332617
9.850105047,1787875086.279008150,1.411024424,0.738882226,0.098780488,0.098780488
9.900450706,1787875086.329353809,1.414482386,0.742225153,0.100366643,0.100366643
9.950017214,1787875086.378920317,1.417199580,0.744740275,0.101511609,0.101511609
10.000101089,1787875086.429004192,1.419622613,0.746902386,0.102459326,0.102459326
10.049993277,1787875086.478896379,1.423621640,0.750364364,0.103926837,0.103926837
10.102103472,1787875086.531006575,1.424289184,0.750927522,0.104158422,0.104158422
10.149992228,1787875086.578895330,1.426018259,0.752349613,0.104725040,0.104725040
10.201691389,1787875086.630594492,1.483576766,0.767979259,0.094795761,0.094795761
10.253548861,1787875086.682451963,1.485125246,0.768888966,0.094972834,0.094972834
10.301605940,1787875086.730509043,1.484664885,0.768628499,0.094929258,0.094929258
10.350446224,1787875086.779349327,1.484783692,0.768693257,0.094938269,0.094938269
10.400031567,1787875086.828934669,1.485034274,0.768824606,0.094952520,0.094952520
10.450254917,1787875086.879158020,1.485726956,0.769172093,0.094977750,0.094977750
10.502372980,1787875086.931276083,1.486126400,0.769363259,0.094983931,0.094983931
10.550575733,1787875086.979478836,1.488969868,0.770658136,0.094968048,0.094968048
10.601047754,1787875087.029950857,1.490506578,0.771319333,0.094924418,0.094924418
10.651379108,1787875087.080282211,1.494044522,0.772742005,0.094733541,0.094733541
10.700011730,1787875087.128914833,1.497042110,0.773856962,0.094489713,0.094489713
10.750781536,1787875087.179684639,1.498635436,0.764912414,0.085700730,0.085700730
10.800086498,1787875087.228989601,1.502998347,0.766164509,0.085009269,0.085009269
10.850738049,1787875087.279641151,1.507083699,0.767218815,0.084254535,0.084254535
10.899988890,1787875087.328891993,1.509949868,0.767873139,0.083647544,0.083647544
10.952244282,1787875087.381147385,1.517264127,0.769311428,0.081888352,0.081888352
