elapsed_s,stamp_s,status,icp_attempted,icp_accepted,current_point_count,match_count,inlier_ratio,rmse_m,iterations,converged,icp_processing_time_ms,correction_translation_m,correction_rotation_rad,pose_step_translation_m,pose_step_rotation_rad,accepted_pose_jump_translation_m,accepted_pose_jump_rotation_rad
0.0,1788476772.0397234,stationary,False,False,458,,,,,,,,,1.06720314056e-05,2.71050543121e-19,,
0.5981607437133789,1788476772.6378841,stationary,False,False,466,,,,,,,,,8.29723651059e-06,2.98155597434e-19,,
0.9974019527435303,1788476773.0371253,stationary,False,False,452,,,,,,,,,2.37479489504e-06,5.71808623375e-05,,
1.393902063369751,1788476773.4336255,stationary,False,False,460,,,,,,,,,5.83802222237e-10,0.000218262841048,,
1.7958412170410156,1788476773.8355646,stationary,False,False,475,,,,,,,,,4.13590306277e-25,8.61693455084e-05,,
2.298394203186035,1788476774.3381176,stationary,False,False,462,,,,,,,,,8.27180711161e-25,4.91014013672e-05,,
2.696805477142334,1788476774.7365289,stationary,False,False,465,,,,,,,,,2.01948391737e-28,3.25260651746e-19,,
2.995230197906494,1788476775.0349536,stationary,False,False,471,,,,,,,,,2.01948391737e-28,2.71050543121e-19,,
3.396394968032837,1788476775.4361184,stationary,False,False,456,,,,,,,,,8.2718083442e-25,3.7947076037e-19,,
3.7885961532592773,1788476775.8283195,stationary,False,False,462,,,,,,,,,1.65436153325e-24,3.7947076037e-19,,
4.093334197998047,1788476776.1330576,stationary,False,False,474,,,,,,,,,3.23523602079e-06,3.25260651746e-19,,
4.493046998977661,1788476776.5327704,stationary,False,False,472,,,,,,,,,3.23523602079e-06,3.25260651746e-19,,
4.892148017883301,1788476776.9318714,stationary,False,False,471,,,,,,,,,3.43962070039e-06,3.7947076037e-19,,
5.291581630706787,1788476777.331305,stationary,False,False,466,,,,,,,,,3.43962070039e-06,0.000214249204399,,
5.697276592254639,1788476777.737,stationary,False,False,485,,,,,,,,,0.0,7.18358898826e-05,,
5.997700214385986,1788476778.0374236,stationary,False,False,471,,,,,,,,,1.02313607856e-05,0.000158510296812,,
6.405606985092163,1788476778.4453304,stationary,False,False,460,,,,,,,,,1.02313607856e-05,0.0,,
6.696292400360107,1788476778.7360158,stationary,False,False,467,,,,,,,,,4.1359035558e-25,0.0,,
7.088272333145142,1788476779.1279957,stationary,False,False,476,,,,,,,,,4.13590503492e-25,0.0,,
7.4888856410980225,1788476779.528609,stationary,False,False,459,,,,,,,,,4.1359035558e-25,0.0,,
7.887476921081543,1788476779.9272003,stationary,False,False,465,,,,,,,,,4.1359035558e-25,0.0,,
8.284459114074707,1788476780.3241825,stationary,False,False,479,,,,,,,,,4.13590503492e-25,0.0,,
