elapsed_s,stamp_s,x_in_path_frame_m,y_in_path_frame_m,signed_cte_m,tracking_error_m
12.100594044,1787875213.063118458,1.946761369,0.906769875,0.002846000,0.002846000
12.151530981,1787875213.114055395,1.952397817,0.907586553,0.001510942,0.001510942
12.201538563,1787875213.164062977,1.954176037,0.907838131,0.001084113,0.001084113
12.250642300,1787875213.213166714,1.958147564,0.908392892,0.000124207,0.000124207
12.299872637,1787875213.262397051,1.961291329,0.908827230,-0.000640085,0.000640085
12.350052834,1787875213.312577248,1.963472813,0.909126065,-0.001172806,0.001172806
12.400124073,1787875213.362648487,1.967079088,0.909628156,-0.002045964,0.002045964
12.451410532,1787875213.413934946,1.970536547,0.910128321,-0.002865640,0.002865640
12.499980211,1787875213.462504625,1.974220985,0.910691060,-0.003711516,0.003711516
12.550684452,1787875213.513208866,1.961578055,0.908028843,-0.001487856,0.001487856
12.599900246,1787875213.562424660,1.967607174,0.909041287,-0.002786985,0.002786985
12.649875402,1787875213.612399817,1.974953000,0.910378988,-0.004273131,0.004273131
12.700616360,1787875213.663140774,1.983542845,0.912088100,-0.005876448,0.005876448
12.749814034,1787875213.712338448,1.993297219,0.914237185,-0.007503757,0.007503757
12.800900221,1787875213.763424635,2.006698701,0.928153902,0.000440405,0.000440405
12.850744247,1787875213.813268661,2.018328106,0.931597948,-0.000680931,0.000680931
12.900001764,1787875213.862526178,2.023936094,0.929251870,-0.004941964,0.004941964
12.949936628,1787875213.912461042,2.034670400,0.933312626,-0.005158269,0.005158269
13.000116110,1787875213.962640524,2.047192834,0.938470987,-0.005019565,0.005019565
13.050110340,1787875214.012634754,2.058815024,0.945622807,-0.002695640,0.002695640
13.100072384,1787875214.062596798,2.071449081,0.951820186,-0.001633690,0.001633690
13.150803328,1787875214.113327742,2.083272269,0.957878409,-0.000399793,0.000399793
13.201882839,1787875214.164407253,2.097620403,0.965479483,0.001328864,0.001328864
13.252212524,1787875214.214736938,2.110638465,0.972567379,0.003075024,0.003075024
13.301344633,1787875214.263869047,2.123972445,0.979948879,0.004976458,0.004976458
13.351288319,1787875214.313812733,2.137045041,0.987218337,0.006870940,0.006870940
13.399828672,1787875214.362353086,2.151302667,0.995064683,0.008860940,0.008860940
13.451397419,1787875214.413921833,2.165902502,1.002899597,0.010713233,0.010713233
13.500157833,1787875214.462682247,2.180733541,1.010559418,0.012317089,0.012317089
13.551337242,1787875214.513861656,2.194937299,1.017523019,0.013507486,0.013507486
13.599881887,1787875214.562406301,2.207177443,1.023144871,0.014181370,0.014181370
13.651483536,1787875214.614007950,2.222002495,1.029460220,0.014539138,0.014539138
13.701039791,1787875214.663564205,2.213073047,1.024422748,0.013178276,0.013178276
13.751328230,1787875214.713852644,2.227598971,1.029792909,0.012769553,0.012769553
13.800901890,1787875214.763426304,2.240835218,1.034234206,0.011977375,0.011977375
13.849814177,1787875214.812338591,2.250497701,1.037171319,0.011115860,0.011115860
13.899844170,1787875214.862368584,2.259468226,1.039622787,0.010060421,0.010060421
13.950355053,1787875214.912879467,2.273480595,1.043064806,0.008052193,0.008052193
14.002340317,1787875214.964864731,2.283494094,1.045295394,0.006404321,0.006404321
14.050191879,1787875215.012716293,2.293802654,1.047380133,0.004511450,0.004511450
14.100080252,1787875215.062604666,2.303190282,1.049108901,0.002630093,0.002630093
14.152146339,1787875215.114670753,2.313574307,1.050853455,0.000393341,0.000393341
14.199951649,1787875215.162476063,2.352086774,1.054463109,-0.010558351,0.010558351
14.252182007,1787875215.214706421,2.363430058,1.054949556,-0.014319486,0.014319486
14.300207138,1787875215.262731552,2.374495474,1.055294426,-0.018108875,0.018108875
14.349945784,1787875215.312470198,2.386400565,1.055521139,-0.018729956,0.018729956
14.399846315,1787875215.362370729,2.397704823,1.055595934,-0.017950167,0.017950167
14.449803591,1787875215.412328005,2.412994682,1.055532479,-0.017059742,0.017059742
14.500765800,1787875215.463290215,2.423166803,1.055412727,-0.016544742,0.016544742
14.551171064,1787875215.513695478,2.440865239,1.055113715,-0.015739174,0.015739174
14.602414370,1787875215.564938784,2.453323717,1.054873740,-0.015201542,0.015201542
14.650259733,1787875215.612784147,2.467418018,1.054608048,-0.014587539,0.014587539
14.702576876,1787875215.665101290,2.482939643,1.054353824,-0.013873055,0.013873055
14.751016140,1787875215.713540554,2.479290723,1.048999125,-0.019444940,0.019444940
14.800827980,1787875215.763352394,2.486574130,1.054957386,-0.013043956,0.013043956
14.851190329,1787875215.813714743,2.499816736,1.056626399,-0.010552142,0.010552142
14.900077581,1787875215.862601995,2.515321661,1.057389790,-0.008823067,0.008823067
14.949785471,1787875215.912309885,2.528816614,1.058190110,-0.007182514,0.007182514
15.001093388,1787875215.963617802,2.542228300,1.059133994,-0.005403869,0.005403869
15.049996614,1787875216.012521029,2.555285815,1.060193560,-0.003531862,0.003531862
15.099793434,1787875216.062317848,2.570257016,1.061540515,-0.001253652,0.001253652
15.150451183,1787875216.112975597,2.584865228,1.062938444,0.001052790,0.001052790
15.201413870,1787875216.163938284,2.596482352,1.064084649,0.002921419,0.002921419
15.251727104,1787875216.214251518,2.609261962,1.065350148,0.004981624,0.004981624
15.306599617,1787875216.269124031,2.624078226,1.066769163,0.007322089,0.007322089
15.350571871,1787875216.313096285,2.635045377,1.067731433,0.008966597,0.008966597
15.400385380,1787875216.362909794,2.643327789,1.069197909,0.010946859,0.010946859
15.452372551,1787875216.414896965,2.657300875,1.070039353,0.012658282,0.012658282
15.500703573,1787875216.463227987,2.660750416,1.061685693,0.004536066,0.004536066
15.549842119,1787875216.512366533,2.673481115,1.061551342,0.005196097,0.005196097
15.599978209,1787875216.562502623,2.684999448,1.061133171,0.005497234,0.005497234
15.651670933,1787875216.614195347,2.695054085,1.060502141,0.005494623,0.005494623
15.699871540,1787875216.662395954,2.706656761,1.059465081,0.005183338,0.005183338
15.749848127,1787875216.712372541,2.717924755,1.058176729,0.004600373,0.004600373
15.799851656,1787875216.762376070,2.730870170,1.056423994,0.003658565,0.003658565
15.849827051,1787875216.812351465,2.740888545,1.054884804,0.002747300,0.002747300
15.900221586,1787875216.862746000,2.750713377,1.053227036,0.001705617,0.001705617
15.950417757,1787875216.912942171,2.762200479,1.051149094,0.000348268,0.000348268
16.004185438,1787875216.966709852,2.776702574,1.048396290,-0.001494559,0.001494559
16.052057028,1787875217.014581442,2.801270176,1.044002564,-0.004347244,0.004347244
16.099848032,1787875217.062372446,2.810477035,1.042057041,-0.005714670,0.005714670
16.149817228,1787875217.112341642,2.824417215,1.039189207,-0.007707355,0.007707355
16.200066328,1787875217.162590742,2.840366712,1.036081403,-0.009814204,0.009814204
16.250241995,1787875217.212766409,2.853408619,1.033753454,-0.011324088,0.011324088
16.300028324,1787875217.262552738,2.867819903,1.031484275,-0.012689897,0.012689897
16.350265026,1787875217.312789440,2.884064740,1.029347480,-0.013809205,0.013809205
16.400107861,1787875217.362632275,2.899241403,1.027822494,-0.014384528,0.014384528
16.452385902,1787875217.414910316,2.914387354,1.026817119,-0.014443166,0.014443166
16.500239611,1787875217.462764025,2.927849891,1.026385317,-0.014034357,0.014034357
16.551407099,1787875217.513931513,2.942943026,1.026420665,-0.013057594,0.013057594
16.599894762,1787875217.562419176,2.933615033,1.020023066,-0.020024599,0.020024599
16.649842501,1787875217.612366915,2.948133316,1.020810782,-0.018332791,0.018332791
16.699869633,1787875217.662394047,2.961404965,1.022100315,-0.016217907,0.016217907
16.750424862,1787875217.712949276,2.976511340,1.023925073,-0.013454392,0.013454392
16.800029039,1787875217.762553453,2.987487081,1.025463898,-0.011233916,0.011233916
16.851339817,1787875217.813864231,3.005234090,1.028216975,-0.007379172,0.007379172
16.901378632,1787875217.863903046,3.017057363,1.030154984,-0.004707422,0.004707422
16.949959278,1787875217.912483692,3.031399301,1.032544517,-0.001427917,0.001427917
17.001388788,1787875217.963913202,3.046183952,1.034971130,0.001916211,0.001916211
17.052371979,1787875218.014896393,3.061535368,1.037358921,0.005256948,0.005256948
17.102459192,1787875218.064983606,3.076946161,1.039512998,0.008368129,0.008368129
17.150067091,1787875218.112591505,3.090512883,1.041054116,0.010752514,0.010752514
17.202387810,1787875218.164912224,3.076296953,1.088055837,0.056775938,0.056775938
17.251152992,1787875218.213677406,3.089161974,1.089851451,0.059370553,0.059370553
17.299848557,1787875218.262372971,3.104963304,1.091434517,0.061936195,0.061936195
